央视卫视,#genre#
河南卫视,http://117.169.30.78:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls
河南卫视,http://117.169.30.4:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls
河南卫视,http://117.169.30.68:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls
河南卫视,http://117.169.30.8:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls
河南卫视,http://117.169.30.14:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls

山东卫视,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
山东卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8
山东卫视,http://223.110.243.156/ott.js.chinamobile.com/PLTV/3/224/3221227621/index.m3u8

安徽卫视,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8

广东卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227445/index.m3u8
广东卫视,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8
广东卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227591/index.m3u8

辽宁卫视,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001296/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001043/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

天津卫视,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227756/index.m3u8
天津卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
天津卫视,http://223.110.245.140/ott.js.chinamobile.com/PLTV/3/224/3221227212/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

重庆卫视,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001054/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001048/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001039/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

海南卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8

黑龙江卫视,http://223.110.243.142/ott.js.chinamobile.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227638/index.m3u8
黑龙江卫视,http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227323/index.m3u8

湖北卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视,http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227565/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://223.110.245.166/ott.js.chinamobile.com/PLTV/3/224/3221227377/index.m3u8

江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8



四川卫视,




深圳卫视,http://183.207.249.139/ott.js.chinamobile.com/PLTV/3/224/3221227555/index.m3u8
深圳卫视,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227442/index.m3u8
深圳卫视,http://183.207.248.141/ott.js.chinamobile.com/PLTV/3/224/3221227217/index.m3u8
深圳卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227695/index.m3u8
深圳卫视,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8


内蒙古卫视,

青海卫视,

海峡卫视,

山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8


宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8


吉林卫视,

陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8

凤凰网络,#genre#
凤凰中文,http://ott.js.chinamobile.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8

凤凰资讯,http://ott.js.chinamobile.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8

凤凰香港,http://ott.js.chinamobile.com/PLTV/3/224/3221228530/index.m3u8
凤凰香港,http://ott.mobaibox.com/PLTV/3/224/3221228530/index.m3u8

求索记录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索记录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8

求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索动物,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8

求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8

求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索生活,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8

SiTV欢笑剧场4K,http://223.110.253.15/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.247.3/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.253.16/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.253.17/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.247.18/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.247.19/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.251.94/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.246.75/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.253.2/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.246.69/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.243.164/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.247.2/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.246.74/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.253.3/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.253.14/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.251.95/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.249.72/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.251.70/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.251.71/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.246.68/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.245.152/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.249.77/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.249.76/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.243.163/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
SiTV欢笑剧场4K,http://223.110.249.73/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8

CHC动作电影,http://39.134.19.228:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://39.134.19.228:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://39.134.19.228:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

